,description,edam_topics,help,id,inputs,name,outputs
365,KEGG Orthology Based Annotation System,,  HELP KOBAS INFO     KOBAS Identify    Performs statistical tests to identify significantly enriched pathways and diseases    HELP KOBAS URL      ,kobas_identify,"tabular,txt",KOBAS Identify,tabular
366,view report of classification for multiple samples,,    class   warningmark    Note    the database used must be the same as the one used in the original Kraken run           What is Does    Summarizes read counts across taxonomic ranks for multiple samples  This is convenient for comparing results across multiple experiments  conditions  locations  etc,kraken_taxonomy_report,tabular,Kraken taxonomic report,"tabular,txt"
367, map short reads against reference sequence,,     here   bx,lastz_wrapper_2,fasta,Lastz,tabular
368,from GTF and FASTA file,,   class   infomark,length_and_gc_content,"gtf,fasta",Gene length and GC content,tabular
369,"
        Perform differential expression with limma-voom or limma-trend
    ",,Given a matrix of counts  e g  from featureCounts  and optional information about the genes  performs differential expression  DE  using the limma  Bioconductor package and produces plots and tables useful in DE analysis ,limma_voom,tabular,limma,html
370,Call broad peaks from bedGraph output,,This is   bdgbroadcall   utility from the MACS2  Package  It is designed to call broad peaks  e g   histone  from bedGraph datasets generated with MACS2,macs2_bdgbroadcall,bedgraph,MACS2 bdgbroadcall,interval
371,Deduct noise by comparing two signal tracks in bedGraph,,This is   bdgcmp   utility from the MACS2  Package  It is designed to deduct noise by comparing two signal tracks in bedGraph ,macs2_bdgcmp,bedgraph,MACS2 bdgcmp,bedgraph
372,Differential peak detection based on paired four bedgraph files,,This is   bdgdiff   utility from the MACS2  Package  It performs differential peak detection based on paired four bedgraph files ,macs2_bdgdiff,bedgraph,MACS2 bdgdiff,bed
373,Call peaks from bedGraph output,,This is   bdgpeakcall   utility from the MACS2  Package  It calls peaks from bedGraph output ,macs2_bdgpeakcall,bedgraph,MACS2 bdgpeakcall,bedgraph
374,Call peaks from alignment results,,  callpeak   is the main function of the MACS2  package  MACS identifies enriched binding sites in ChIP seq experiments  It captures the influence of genome complexity to evaluate the significance of enriched ChIP regions  and improves the spatial resolution of binding sites through combining the information of both sequencing tag position and orientation ,macs2_callpeak,"bam,sam,bed",MACS2 callpeak,"tabular,bed,pdf,bedgraph,html"
375,Remove duplicate reads at the same position,,This is   filterdup   utility from the MACS2  Package  It removes duplicate reads and converts results to BED format ,macs2_filterdup,"sam,bam,bed",MACS2 filterdup,bed
376,Predict 'd' or fragment size from alignment results,,This is   predictd   utility from the MACS2  Package  It predicts the  d  value or fragment size from alignment results ,macs2_predictd,"bam,sam,bed",MACS2 predictd,"txt,pdf"
377,Randomly sample number or percentage of total reads,,This is   randsample   utility from the MACS2  Package  It randomly samples reads by number or percentage from an input file ,macs2_randsample,"sam,bam,bed",MACS2 randsample,bed
378,Refine peak summits and give scores measuring balance of forward- backward tags (Experimental),,This is   refinepeak   utility from the MACS2  Package  It is an experimental utility that takes raw read alignments  refines peak summits and gives scores measuring balance of forward  backward tags  Inspired by the SPP  pipeline ,macs2_refinepeak,"sam,bam,bed,bed",MACS2 refinepeak,bed
379,- collect sgRNA read counts from read mapping files,,Model based Analysis of Genome wide CRISPR Cas9 Knockout  MAGeCK   is a computational tool to identify important genes from the recent genome scale CRISPR Cas9 knockout screens  or GeCKO  technology  MAGeCK can be used for prioritizing single guide RNAs  genes and pathways in genome scale CRISPR Cas9 knockout screens  MAGeCK identifies both positively and negatively selected genes simultaneously and reports robust results across different experimental conditions  MAGeCK is developed and maintained by Wei Li and Han Xu from  Prof,mageck_count,"fastq,fastq.gz,bam,txt,tabular,tsv,csv,tabular",MAGeCK count,"tabular,pdf,txt"
380,- a fast implementation of Gene Set Enrichment Analysis,,mageckGSEA  is a fast implementation of Gene Set Enrichment Analysis  GSEA   It s used by MAGeCK  for quality controls and pathway enrichment tests ,mageck_gsea,tabular,MAGeCK GSEA,tabular
381,- perform maximum-likelihood estimation of gene essentiality scores,,  MAGeCK mle   calculates gene essentiality from CRISPR screens  Compared with the original algorithm in   MAGeCK test    MAGeCK mle uses a measurement called beta score to call gene essentialities  a positive beta score means a gene is positively selected  and a negative beta score means a gene is negatively selected  It is similar to the term log fold change in differential expression  and compared with the original robust ranking aggregation  RRA  algorithm  this measurement has the following advantages ,mageck_mle,tabular,MAGeCK mle,tabular
382,"- given a ranked gene list, test whether one pathway is enriched",,MAGeCK pathway can also invoke robust ranking aggregation  RRA  to test if a pathway is enriched in one particular gene ranking  see   More Information   below ,mageck_pathway,tabular,MAGeCK pathway,tabular
383,"- given a table of read counts, perform the sgRNA and gene ranking",, Model based Analysis of Genome wide CRISPR Cas9 Knockout   MAGeCK  is a computational tool to identify important genes from the recent genome scale CRISPR Cas9 knockout screens  or GeCKO  technology  MAGeCK can be used for prioritizing single guide RNAs  genes and pathways in genome scale CRISPR Cas9 knockout screens  MAGeCK identifies both positively and negatively selected genes simultaneously and reports robust results across different experimental conditions  MAGeCK is developed and maintained by Wei Li and Han Xu from  Prof,mageck_test,tabular,MAGeCKs test,"tabular,pdf,txt"
384,genome annotation pipeline,,         MAKER is a portable and easily configurable genome annotation pipeline  Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases  MAKER identifies repeats  aligns ESTs and proteins to a genome  produces ab initio gene predictions and automatically synthesizes these data into gene annotations having evidence based quality values  MAKER is also easily trainable  outputs of preliminary runs can be used to automatically retrain its gene prediction algorithm  producing higher quality gene models on seusequent runs,maker,"fasta,gff,snaphmm,augustus",Maker,gff3
385,on a Maker annotation,,         MAKER is a portable and easily configurable genome annotation pipeline  Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases  MAKER identifies repeats  aligns ESTs and proteins to a genome  produces ab initio gene predictions and automatically synthesizes these data into gene annotations having evidence based quality values  MAKER is also easily trainable  outputs of preliminary runs can be used to automatically retrain its gene prediction algorithm  producing higher quality gene models on seusequent runs,maker_map_ids,gff,Map annotation ids,"gff,tabular"
386,Significant Gene Expression Profile Differences in Time Course Gene Expression Data,,maSigPro  is a regression based approach to find genes for which there are significant gene expression profile differences between experimental groups in time course microarray and RNA Seq experiments ,masigpro,"tabular,txt,tabular",maSigPro,"txt,pdf,tabular"
387,for metagenomics assembly,,MEGAHIT is a single node assembler for large and complex metagenomics NGS reads  such as soil  It makes use of succinct de Bruijn graph  SdBG  to achieve low memory assembly  MEGAHIT can optionally utilize a CUDA enabled GPU to accelerate its SdBG contstruction  The GPU accelerated version of MEGAHIT has been tested on NVIDIA GTX680  4G memory  and Tesla K40c  12G memory  with CUDA 5,megahit,"fastq,fastqsanger,fasta,fastq.gz,fastqsanger.gz",MEGAHIT,fasta
388,- Scan a set of sequences for motifs.,,     class   warningmark    WARNING  This tool is only available for non commercial use  Use for educational  research and non profit purposes is permitted,meme_fimo,"memexml,fasta,txt",FIMO,"html,tabular,cisml,interval"
389,- Multiple Em for Motif Elicitation,,     class   warningmark    WARNING  This tool is only available for non commercial use  Use for educational  research and non profit purposes is permitted,meme_meme,"fasta,txt",MEME,"html,txt,memexml"
390,- perform discriminative motif discovery,,     class   warningmark    WARNING  This tool is only available for non commercial use  Use for educational  research and non profit purposes is permitted,meme_psp_gen,fasta,MEME psp-gen,"memepsp,tabular"
391,Cumulative sum scaling,, metagenomeSeq Cumulative sum scaling                                       Info               Cumulative sum scaling based upon percentile selection  You can manually specificy the percentile or calculate it using cumNormStat or cumNormStatFast   Inputs                 Requires a BIOM formatted file for input    Outputs                  Creates a normalized and scaled output abundance matrix in Tabular format,metagenomeseq_normalizaton,biom1,metagenomeSeq Normalization,"tabular,txt"
392,MetaPhlAn2 files,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual   org biobakery metaphlan2     ,merge_metaphlan_tables,"tabular,txt",Merge,tabular
393,to profile the composition of microbial communities,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual   org biobakery metaphlan2     ,metaphlan2,"fastq,fasta,sam,fasta,json",MetaPhlAn2,"tabular,sam,biom1"
394,output for Krona,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual   org biobakery metaphlan2     ,metaphlan2krona,"tabular,txt",Format MetaPhlAn2,tabular
395,"with hierarchical clustering of both samples
and microbial clades for MetaPhlAn2",,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual   org biobakery metaphlan2     ,metaphlan_hclust_heatmap,"tabular,txt",Generate heatmap,"pdf,png,svg"
396,assembler for metagenomics datasets,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies  See  spbau,metaspades,fastq,metaSPAdes,"fasta,txt"
397,"mapper for full-length T- and B-cell repertoire sequencing
    ",,      This software is a smart wrapper for the IgBlast V  D  J mapping tool designed to facilitate analysis immune     receptor libraries profiled using high throughput sequencing      ,migmap,"fasta,fastq",MiGMAP,"tabular,txt"
398,A fast pairwise aligner for genomic and spliced nucleotide sequences,,  Users  Guide               Minimap2 is a versatile sequence alignment program that aligns DNA or mRNA sequences against a large reference database  Typical use cases include   1  mapping PacBio or Oxford Nanopore genomic reads to the human genome   2  finding overlaps between long reads with error rate up to  15    3  splice aware alignment of PacBio Iso Seq or Nanopore cDNA or Direct RNA reads against a reference genome   4  aligning Illumina single  or paired end reads   5  assembly to assembly alignment   6  full genome alignment between two closely related species with divergence below  15    For  10kb noisy reads sequences  minimap2 is tens of times faster than mainstream long read mappers such as BLASR  BWA MEM  NGMLR and GMAP  It is more accurate on simulated long reads and produces biologically meaningful alignment ready for downstream analyses,minimap2,"fasta,fastqsanger,fastqsanger.gz,fasta",Map with minimap2,bam
399,,,Given a genome file in FASTA or Genbank format  MLST will scan the file against PubMLST typing schemes ,mlst,"fasta,genbank",MLST,tabular
400,,,MLST List will list all the scheme names used by MLST  Selecting the long list option will also provide the alleles for all MLST schemes ,mlst_list,,MLST List,txt
401,Calculate the number of potentially misaligned bases,,    MOTHUR OVERVIEW     Command Documentation    The align check  command allows you to calculate the number of potentially misaligned bases in a 16S rRNA gene sequence alignment using a secondary structure map    If you are familiar with the editor window in ARB  this is the same as counting the number of          and   signs   ,mothur_align_check,"mothur.align,mothur.map,mothur.count_table,mothur.names",Align.check,mothur.align.check
402,Align sequences to a template alignment,,    MOTHUR OVERVIEW     Command Documentation    The align seqs  command aligns a user supplied fasta formatted candidate sequence file to a user supplied fasta formatted template alignment    The general approach is to  i  find the closest template for each candidate using kmer searching  blastn  or suffix tree searching   ii  to make a pairwise alignment between the candidate and de gapped template sequences using the Needleman Wunsch  Gotoh  or blastn algorithms  and  iii  to re insert gaps to the candidate and template pairwise alignments using the NAST algorithm so that the candidate sequence alignment is compatible with the original template alignment   In general the alignment is very fast   we are able to align over 186 000 full length sequences to the SILVA alignment in less than 3 hrs with a quality as good as the SINA aligner,mothur_align_seqs,fasta,Align.seqs,"mothur.align,mothur.align.report,mothur.accnos"
403,Analysis of molecular variance,,    MOTHUR OVERVIEW     Command Documentation    The amova  command calculates the analysis of molecular variance from a phylip distance matrix   a nonparametric analog of traditional analysis of variance  This method is widely used in population genetics to test the hypothesis that genetic diversity within two populations is not significantly different from that which would result from pooling the two populations   A design file partitions a list of names into groups   It is a tab delimited file with 2 columns  name and group  e,mothur_amova,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.design",Amova,tabular
404,Non-parametric multivariate analysis of changes in community structure,,    MOTHUR OVERVIEW     Command Documentation    The anosim  command uses a phylip distance matrix  and a design file to calculate the non parametric multivariate analysis of changes in community structure   A design file partitions a list of names into groups   It is a tab delimited file with 2 columns  name and group  e g,mothur_anosim,"mothur.dist,mothur.lower.dist,mothur.square.dist,tabular",Anosim,tabular
405,Order Sequences by OTU,,    MOTHUR OVERVIEW     Command Documentation    The bin seqs  command generates fasta formatted files where sequences are ordered according to the OTU from the list file  that they belong to  Such an output may be helpful for generating primers specific to an OTU or for classification of sequences   ,mothur_bin_seqs,"fasta,mothur.list,mothur.names,mothur.groups,mothur.count_table",Bin.seqs,
406,Find putative chimeras using bellerophon,,    MOTHUR OVERVIEW     Command Documentation    The chimera bellerophon  command identifies putative chimeras using the bellerophon  approach   Advantages of Bellerophon    1  You can process all sequences from a PCR clone library in a single analysis and don t have to inspect outputs for every sequence in the dataset   2  The approximate putative breakpoint is calculated using a sliding window  see above  and will help verification of the chimera manually,mothur_chimera_bellerophon,fasta,Chimera.bellerophon,"txt,mothur.accnos"
407,Find putative chimeras using ccode,,    MOTHUR OVERVIEW     Command Documentation    The chimera ccode  command identifies putative chimeras using the ccode approach  Chimera and Cross Over Detection and Evaluation    Ccode  compares differences in distances  for each word  between query sequence and reference sequences  and reference sequences and themselves   This method was written using the algorithms described in the paper   Evaluating putative chimeric sequences from PCR amplified products  by Juan M,mothur_chimera_ccode,"mothur.align,fasta,mothur.filter",Chimera.ccode,"txt,mothur.accnos,tabular"
408,Find putative chimeras using chimeraCheck,,    MOTHUR OVERVIEW     Command Documentation    The chimera check  command identifies putative chimeras using the chimeraCheck approach  It looks at distance of left side of query to it s closest match   distance of right side of query to it s closest match   distance of whole query and its closest match over several windows   Note  following the RDP model this method does not determine whether or not a sequence is chimeric  but allows you to determine that based on the IS values produced,mothur_chimera_check,"mothur.align,fasta,mothur.names",Chimera.check,txt
409,Find putative chimeras using chimeraCheck,,    MOTHUR OVERVIEW     Command Documentation    The chimera perseus  command reads a fasta and name file  and outputs potentially chimeric sequences    ,mothur_chimera_perseus,"mothur.align,mothur.names,mothur.count_table,mothur.groups",Chimera.perseus,"tabular,mothur.accnos"
410,Find putative chimeras using pintail,,    MOTHUR OVERVIEW     Command Documentation    The chimera pintail  command identifies putative chimeras using the pintail approach   It looks at the variation between the expected differences and the observed differences in the query sequence over several windows   This method was written using the algorithms described in the paper   At Least 1 in 20 16S rRNA Sequence Records Currently Held in the Public Repositories is Estimated To Contain Substantial Anomalies  by Kevin E,mothur_chimera_pintail,"fasta,mothur.filter,mothur.freq,mothur.quan",Chimera.pintail,"txt,mothur.accnos,mothur.freq,mothur.quan"
411,Find putative chimeras using slayer,,    MOTHUR OVERVIEW     Command Documentation    The chimera slayer  command identifies putative chimeras using the slayer approach   ChimeraSlayer  is a chimeric sequence detection utility  compatible with near full length Sanger sequences and shorter 454 FLX sequences   500 bp    Chimera Slayer involves the following series of steps that operate to flag chimeric 16S rRNA sequences        A  the ends of a query sequence are searched against an included database of reference chimera free 16S sequences to identify potential parents of a chimera       B  candidate parents of a chimera are selected as those that form a branched best scoring alignment to the NAST formatted query sequence       C  the NAST alignment of the query sequence is improved in a  chimera aware  profile based NAST realignment to the selected reference parent sequences  and      D  an evolutionary framework is used to flag query sequences found to exhibit greater sequence homology to an in silico chimera formed between any two of the selected reference parent sequences,mothur_chimera_slayer,"fasta,mothur.count_table,mothur.names,mothur.groups",Chimera.slayer,"txt,mothur.accnos"
412,Find putative chimeras using uchime,,    MOTHUR OVERVIEW     Command Documentation    The chimera uchime  command reads a fasta file and reference file and outputs potentially chimeric sequences  The original uchime program was written by Robert C  Edgar and donated to the public domain  ,mothur_chimera_uchime,"mothur.align,fasta,fasta,mothur.groups,mothur.count_table,mothur.names",Chimera.uchime,"txt,mothur.accnos,mothur.count_table"
413,Trim sequences to a specified length,,    MOTHUR OVERVIEW     Command Documentation    The chop seqs  command reads a fasta file of sequences and outputs a  chop fasta file containing the trimmed sequences,mothur_chop_seqs,"fasta,mothur.align,mothur.names,mothur.groups,mothur.count_table",Chop.seqs,
414,Assign sequences to taxonomy,,    MOTHUR OVERVIEW     Command Documentation    The classify otu  command assigns sequences to chosen taxonomy outline   The basis parameter allows you indicate what you want the summary file to represent  options are otu and sequence  Default is otu,mothur_classify_otu,"mothur.list,mothur.names,mothur.count_table,mothur.seq.taxonomy,tabular,mothur.groups",Classify.otu,
415,description,,  MOTHUR OVERVIEW      Command Documentation         classify rf  ,mothur_classify_rf,"mothur.shared,mothur.design",Classify.rf,tabular
416,Assign sequences to taxonomy,,    MOTHUR OVERVIEW     Command Documentation    The classify seqs  command assigns sequences to chosen taxonomy outline    ,mothur_classify_seqs,"fasta,mothur.seq.taxonomy,mothur.count_table,mothur.names",Classify.seqs,"mothur.seq.taxonomy,mothur.tax.summary,tabular"
417,Get a consensus taxonomy for each node on a tree,,    MOTHUR OVERVIEW      Command Documentation    The classify tree  command is used to get a consensus taxonomy for each node on a tree  Input is a taxonomy  and a tree  with optional name  or group  reference  The output is a tree  and a summary,mothur_classify_tree,"mothur.ref.taxonomy,txt,mothur.names,mothur.groups",Classify.tree,"txt,tabular"
418,Generate a tree using relaxed neighbor joining,,    MOTHUR OVERVIEW     Command Documentation    The clearcut  command runs clearcut  The clearcut command allows mothur users to run the clearcut program  from within mothur  The clearcut program written by Initiative for Bioinformatics and Evolutionary Studies  IBEST  at the University of Idaho  For more information about clearcut please refer to  hungry,mothur_clearcut,"mothur.align,mothur.dist,mothur.lower.dist,mothur.square.dist",Clearcut,"mothur.tre,mothur.lower.dist"
419,Assign sequences to OTUs (Dotur implementation),,    MOTHUR OVERVIEW     Command Documentation    The cluster classic  command assign sequences to OTUs  Operational Taxonomy Unit     ,mothur_cluster_classic,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.names,mothur.count_table",Cluster.classic,"mothur.rabund,mothur.sabund,mothur.list"
420, Group sequences that are part of a larger sequence,,    MOTHUR OVERVIEW     Command Documentation    The cluster fragments  command groups sequences that are part of a larger sequence    ,mothur_cluster_fragments,"fasta,mothur.names,mothur.count_table",Cluster.fragments,mothur.names
421,Assign sequences to OTUs (Operational Taxonomic Unit) splits large matrices,,    MOTHUR OVERVIEW      Command Documentation    The cluster split  command assign sequences to OTUs  Operational Taxonomy Unit     ,mothur_cluster_split,"mothur.pair.dist,mothur.names,mothur.count_table,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.seq.taxonomy,mothur.align,fasta",Cluster.split,"mothur.rabund,mothur.sabund,mothur.list,txt"
422,Assign sequences to OTUs (Operational Taxonomic Unit),,    MOTHUR OVERVIEW     Command Documentation    The cluster  command assign sequences to OTUs  Operational Taxonomy Unit    The assignment is based on a phylip formatted distance matrix  or a  column formatted distance matrix  and name  file   It generates a list   a sabund   Species Abundance   and a rabund   Relative Abundance  file   ,mothur_cluster,"mothur.pair.dist,mothur.names,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.count_table",Cluster,"mothur.rabund,mothur.sabund,mothur.list"
423,Generate collector's curves for calculators on OTUs,,    MOTHUR OVERVIEW     Command Documentation    The collect shared  command generates collector s curves for calculators   which describe the similarity between communities or their shared richness  Collector s curves describe how richness or diversity change as you sample additional individuals  If a collector s curve becomes parallel to the x axis  you can be reasonably confident that you have done a good job of sampling and can trust the last value in the curve,mothur_collect_shared,mothur.shared,Collect.shared,
424,Generate collector's curves for OTUs,,    MOTHUR OVERVIEW      Command Documentation    The collect single  command generates collector s curves using calculators   that describe the richness  diversity  and other features of individual samples  Collector s curves describe how richness or diversity change as you sample additional individuals  If a collector s curve becomes parallel to the x axis  you can be reasonably confident that you have done a good job of sampling and can trust the last value in the curve,mothur_collect_single,"mothur.list,mothur.rabund,mothur.sabund,mothur.shared",Collect.single,
425,Find a consensus sequence for each OTU or phylotype,,    MOTHUR OVERVIEW     Command Documentation    The consensus seqs  command can be used in 2 ways  create a consensus sequence from a fastafile  or with a listfile create a consensus sequence for each otu  Sequences must be aligned   ,mothur_consensus_seqs,"mothur.align,mothur.names,mothur.list,mothur.count_table",Consensus.seqs,"tabular,mothur.align"
426,tests whether presence-absence patterns differ from chance,,    MOTHUR OVERVIEW     Command Documentation    The cooccurrence  command variance calculates four metrics and tests their significance to assess whether presence absence patterns are different than what one would expect by chance    The input is a shared  file   The output can be filtered by groups and labels       metric    The metric parameter options are   cscore      checker      combo   and   vratio  ,mothur_cooccurrence,mothur.shared,Cooccurrence,tabular
427,correlation of data to axes,,    MOTHUR OVERVIEW     Command Documentation    The corr axes  command calculates the correlation of data to axes    ,mothur_corr_axes,"mothur.axes,mothur.shared,mothur.relabund,tabular",Corr.axes,mothur.axes
428,counts the number of sequences represented by a specific group or set of groups,,    MOTHUR OVERVIEW     Command Documentation    The count groups  command counts sequences from a specific group or set of groups from a group  or shared  file    ,mothur_count_groups,"mothur.groups,mothur.shared,mothur.count_table,mothur.accnos",Count.groups,tabular
429,(aka make.table) counts the number of sequences represented by the representative,,    MOTHUR OVERVIEW     Command Documentation    The count seqs  command counts the number of sequences represented by the representative sequence in a name  file and generates a count table   If a group  file is given  it will also provide the group count breakdown   ,mothur_count_seqs,"mothur.names,mothur.groups",Count.seqs,mothur.count_table
430,"creates a database file from a list, repnames, repfasta and contaxonomy file",,    MOTHUR OVERVIEW     Command Documentation    The create database  command reads a list  or shared  file   cons taxonomy  ,mothur_create_database,"mothur.list,mothur.shared,fasta,mothur.names,mothur.count_table,mothur.cons.taxonomy,mothur.groups",Create.database,tabular
431,Remove gap characters from sequences,,    MOTHUR OVERVIEW     Command Documentation    The degap seqs  command reads a fasta file and outputs a fasta containing the sequences after all gap characters are removed    ,mothur_degap_seqs,fasta,Degap.seqs,
432,Return all sequences,,    MOTHUR OVERVIEW     Command Documentation    The deunique seqs  command is the reverse of the unique seqs command  and creates a fasta file from a fasta and name  file   ,mothur_deunique_seqs,"fasta,mothur.names,mothur.count_table",Deunique.seqs,mothur.groups
433,Reinsert the redundant sequence identiers back into a unique tree.,,    MOTHUR OVERVIEW      Command Documentation    The deunique tree  command is the reinserts the redundant sequence identiers back into a unique tree using a name  file    ,mothur_deunique_tree,"mothur.tre,mothur.names",Deunique.tree,
434,calculate uncorrected pairwise distances between aligned sequences,,    MOTHUR OVERVIEW     Command Documentation    The dist seqs  command will calculate uncorrected pairwise distances between aligned sequences   The command will generate a column formatted distance matrix  that is compatible with the column option in the read dist command,mothur_dist_seqs,"mothur.align,fasta",Dist.seqs,mothur.pair.dist
435,Generate a phylip-formatted dissimilarity distance matrix among multiple groups,,    MOTHUR OVERVIEW     Command Documentation    The dist shared  command will generate a phylip formatted distance matrix  that describes the dissimilarity  1 similarity  among multiple groups from a shared  file  For calc parameter choices see   mothur,mothur_dist_shared,mothur.shared,Dist.shared,
436,Convert fastq to fasta and quality,,    MOTHUR OVERVIEW     Command Documentation    The fastq info  command reads a fastq file and creates a fasta and quality file     ,mothur_fastq_info,"fastq,mothur.oligos",Fastq.info,"fasta,qual454,fastq"
437,removes columns from alignments,,    MOTHUR OVERVIEW     Command Documentation    The filter seqs  command removes columns from alignments based on a criteria defined by the user  For example  alignments generated against reference alignments  e g,mothur_filter_seqs,"mothur.align,mothur.filter",Filter.seqs,"mothur.filter,fasta"
438,remove OTUs based on various critieria,,    MOTHUR OVERVIEW     Command Documentation    The filter shared  is used to remove OTUs based on various critieria    ,mothur_filter_shared,mothur.shared,Filter.shared,
439,description,,  MOTHUR OVERVIEW      Command Documentation         get communitytype  ,mothur_get_communitytype,mothur.shared,Get.communitytype,tabular
440,fraction of OTUs for samples or abundances,,    MOTHUR OVERVIEW     Command Documentation    The get coremicrobiome  command determines the fraction of OTUs that are found in varying numbers of samples for different minimum relative abundances    ,mothur_get_coremicrobiome,"mothur.shared,mothur.relabund",Get.coremicrobiome,
441,selects distances from a phylip or column file,,    MOTHUR OVERVIEW     Command Documentation    The get dists  command selects distances from a phylip or column file related to groups or sequences listed in an accnos file    ,mothur_get_dists,"mothur.pair.dist,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.accnos",Get.dists,
442,group names from shared or from list and group,,    MOTHUR OVERVIEW     Command Documentation    The get group  command generate principle components plot data    ,mothur_get_group,mothur.shared,Get.group,mothur.groups
443,Select groups,,    MOTHUR OVERVIEW      Command Documentation    The get groups  command selects sequences from a specific group or set of groups from the following file types  fasta  fasta  name   group   list   taxonomy     ,mothur_get_groups,"mothur.groups,mothur.count_table,mothur.accnos,fasta,mothur.align,mothur.names,mothur.list,mothur.shared,mothur.seq.taxonomy,tabular",Get.groups,"mothur.groups,mothur.count_table,mothur.names,mothur.seq.taxonomy,mothur.design"
444,"label names from list, sabund, or rabund file",,    MOTHUR OVERVIEW     Command Documentation    The get label  command generate principle components plot data    ,mothur_get_label,"mothur.list,mothur.sabund,mothur.rabund",Get.label,tabular
445,Picks by taxon,,    MOTHUR OVERVIEW     Command Documentation    The get lineage  command reads a taxonomy  file and a taxon and generates a new file that contains only the sequences in the that are from that taxon  You may also include either a fasta  name   group   list   or align report  file to this command and mothur will generate new files for each of those containing only the selected sequences,mothur_get_lineage,"mothur.seq.taxonomy,mothur.cons.taxonomy,mothur.shared,mothur.list,fasta,mothur.groups,mothur.align.report,mothur.names,mothur.count_table",Get.lineage,"mothur.seq.taxonomy,mothur.groups,mothur.names,mothur.align.report"
446,creates a mimarks package form with your groups,,    MOTHUR OVERVIEW     Command Documentation    The get mimarkspackage  command creates a mimarks package form with your groups    ,mothur_get_mimarkspackage,"mothur.groups,mothur.oligos",Get.mimarkspackage,tabular
447,Selects OTU labels,,    MOTHUR OVERVIEW      Command Documentation    The get otulabels  command selects otu labels from the output from classify otu   corr axes  and otu,mothur_get_otulabels,"mothur.otulabels,mothur.list,mothur.shared,mothur.cons.taxonomy,mothur.otu.corr,mothur.axes",Get.otulabels,
448,Get otus for each distance in a otu list,,    MOTHUR OVERVIEW      Command Documentation    The get otulist  command parses a list file and creates an  otu file for each distance containing 2 columns  The first column is the OTU number the second column is a list of sequences in that OTU,mothur_get_otulist,mothur.list,Get.otulist,
449,Generate a fasta with a representative sequence for each OTU,,    MOTHUR OVERVIEW      Command Documentation    The get oturep  command generates a fasta formatted sequence file containing only a representative sequence for each OTU   The opposite of the bin seqs command,mothur_get_oturep,"mothur.list,mothur.pair.dist,mothur.names,mothur.count_table,mothur.dist,mothur.lower.dist,mothur.square.dist,fasta,mothur.groups",Get.oturep,
450,Get otus containing sequences from specified groups,,    MOTHUR OVERVIEW     Command Documentation    The get otus  command selects otus from a list  containing sequences from a specific group or set of groups    ,mothur_get_otus,"mothur.list,mothur.groups,mothur.accnos",Get.otus,"mothur.groups,mothur.list"
451,Get rabund from a otu list or sabund,,    MOTHUR OVERVIEW     Command Documentation    The get rabund  command generates an rabund  file from a list  or sabund  file    ,mothur_get_rabund,"mothur.list,mothur.sabund,mothur.count_table",Get.rabund,mothur.rabund
452,Calculate the relative abundance of each otu,,    MOTHUR OVERVIEW     Command Documentation    The get relabund  command calculates the relative abundance of each otu in a sample from a shared  file  It outputs a  relabund  file,mothur_get_relabund,mothur.shared,Get.relabund,mothur.relabund
453,Get sabund from a otu list or rabund,,            MOTHUR OVERVIEW      Command Documentation    The get sabund  command generates an sabund  file from a list  or rabund  file    ,mothur_get_sabund,"mothur.list,mothur.rabund,mothur.count_table",Get.sabund,mothur.sabund
454,Picks sequences by name,,    MOTHUR OVERVIEW     Command Documentation    The get seqs  command takes a list of sequence names and either a fasta  name   group   list   align report  or taxonomy  file to generate a new file that contains only the sequences in the list  This command may be used in conjunction with the list,mothur_get_seqs,"mothur.accnos,fasta,qual,fastq,mothur.count_table,mothur.names,mothur.groups,mothur.align.report,mothur.list,mothur.seq.taxonomy",Get.seqs,"mothur.names,mothur.groups,mothur.align.report,mothur.list,mothur.seq.taxonomy"
455,Get shared sequences at each distance from list and group,,    MOTHUR OVERVIEW     Command Documentation    The get sharedseqs  command takes a list and group file and outputs a  shared seqs file for each distance,mothur_get_sharedseqs,"mothur.shared,mothur.list,mothur.groups,fasta",Get.sharedseqs,
