,description,edam_topics,help,id,inputs,name,outputs
278,Extracting variants from specific regions or genes,,One often is concerned with variants found solely in a particular gene or genomic region ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
279,Identifying runs of homozygosity,,                                                                              ROH    Identifying runs of homozygosity                                                                             Runs of homozygosity are long stretches of homozygous genotypes that reflect segments shared identically by descent and are a result of consanguinity or natural selection  Consanguinity elevates the occurrence of rare recessive diseases  e,gemini_@BINARY@,,GEMINI @BINARY@,tabular
280,Tag somatic mutations in a GEMINI database,,Gemini set somatic sets the flag  is somatic  by comparing tumor normal pairs in an already loaded Gemini database  ,gemini_@BINARY@,,GEMINI @BINARY@,gemini.sqlite
281,Compute useful variant statistics,,The stats tool computes some useful variant statistics for a GEMINI database  Like computing the transition and transversion ratios for the snps,gemini_@BINARY@,,GEMINI @BINARY@,tabular
282,"Conducting analyses on genome ""windows""",,It computs variation metrics across genomic windows  both fixed and sliding  ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
283,Linkage and Haplotypes analysis,,    Genehunter MODscore   calculates a  maximized LOD   MOD  score over a set of genotypes for use in linkage and haplotype analysis   Haplotypes are generated using either this maximum probability approach  or via slower more conventional Viterbi crawling,genehunter_modscore,"linkage_pedin,linkage_datain,linkage_map,txt",Genehunter-Modscore,"allegro_ihaplo,allegro_fparam"
284,peak predictor,,GeneTrack separately identifies peaks on the forward      W  and reverse      C  strand   The way that GeneTrack works is to replace each tag with a probabilistic distribution of occurrences for that tag at and around its mapped genomic coordinate,genetrack,"scidx,gff",GeneTrack,
285,against parent features,,Often the genomic data processing analysis process requires a workflow like the following ,gff3.rebase,gff3,Rebase GFF3 features,gff3
286,compare assembled transcripts to a reference annotation,,    GffCompare Overview       GffCompare   compare and evaluate the accuracy of RNA Seq transcript assemblers  Cufflinks  Stringtie     collapse  merge  duplicate transcripts from multiple GTF GFF3 files  e,gffcompare,"gtf,gff3,gtf,fasta",GffCompare,"txt,tabular,gtf"
287,,,  This tool will generate a histogram representing the distrinutions of each numerical column  Each column should have a descriptive header with no spaces  which will be used in the plot legend to represent the corresponding column  group ,ggplot2_histogram,tabular,Histogram w ggplot2,pdf
288,,,         This tool will generate a scatterplot representing data from two groups conditions            The input data should be in tabular format and the user can determine which groups  columns  to plot,ggplot2_point,tabular,Scatterplot w ggplot2,pdf
289,,,         Supply this tool with a text file with headers indicating the various groups to be plotted  This tool will sniff out each column with values that can be plotted and display the distribution of that data group,ggplot2_violin,tabular,Violin plot w ggplot2,pdf
290,,, This tool will generate a clustered heatmap of your data  More customization options will be added  for now the heatmap uses a red coloring scheme and clustering is performed using the  maximum  similarity measure and the  complete  hierarchical clustering measure,ggplot2_heatmap2,tabular,heatmap2,pdf
291,of windows in each sequence,,This tool calculates the ACGT Content from a given Sequence  given a sliding window ,glimmer_acgt_content,fasta,ACGT Content,tabular
292,,,This program constructs an interpolated context model  ICM  from an input set of sequences ,glimmer_build_icm,fasta,Glimmer ICM builder,data
293,from a genome,, This program reads a genome sequence and a list of coordinates for it and outputs a multi   fasta file of the regions specified by the coordinates ,glimmer_extract,"fasta,tabular",Extract sequence regions,fasta
294,from a GenBank file,,     ,glimmer_gbk_to_orf,genbank,Extract ORF,fasta
295,,,Converts a Glimmer3 output File to an GFF Annotation File  ,glimmer_glimmer_to_gff,tabular,Convert Glimmer to GFF,gff
296,"identify long, non-overlapping ORFs",,    This program identifies long  non overlapping open reading frames  orfs  in a DNA sequence file      These orfs are very likely to contain genes  and can be used as a set of training sequences     More specifically  among all orfs longer than a minimum length   those that do not overlap any others are output,glimmer_long_orfs,fasta,Glimmer long ORFs,tabular
297,Predict ORFs in prokaryotic genomes (knowlegde-based),,This is the main program that makes gene predictions based on an interpolated context model  ICM  ,glimmer_knowledge_based,"fasta,tar",Glimmer3,"fasta,txt"
298,Predict ORFs in prokaryotic genomes (not knowlegde-based),,This tool predicts open reading frames  ORFs  from a given DNA Sequence  That tool is not knowlegde based,glimmer_not_knowledge_based,fasta,Glimmer3,"fasta,txt"
299,tests for overrepresented gene categories,, Gene Ontology    GO  analysis is widely used to reduce complexity and highlight biological processes in genome wide expression studies  but standard methods give biased results on RNA seq data due to over detection of differential expression for long and highly expressed transcripts  This tool provides methods for performing GO analysis of RNA seq data  taking length bias into account,goseq,tabular,goseq,"tabular,pdf,rdata"
300,to produce graphical output of an input tree,,GraPhlAn is a software tool for producing high quality circular representations of taxonomic and phylogenetic trees  GraPhlAn focuses on concise  integrative  informative  and publication ready representations of phylogenetically  and taxonomically driven investigation,graphlan,"txt,nhx,phyloxml",GraPhlAn,"png,pdf,ps,eps,svg"
301,for GraPhlAn,,GraPhlAn is a software tool for producing high quality circular representations of taxonomic and phylogenetic trees  GraPhlAn focuses on concise  integrative  informative  and publication ready representations of phylogenetically  and taxonomically driven investigation,graphlan_annotate,"txt,nhx,nex,phyloxml,txt","Generation, personalization and annotation of tree",phyloxml
302,Recombination detection in Bacteria,,   Gubbins    Since the introduction of high throughput  second generation DNA sequencing technologies  there has been an enormous increase in the size of datasets being used for estimating bacterial population phylodynamics  Although many phylogenetic techniques are scalable to hundreds of bacterial genomes  methods which have been used for mitigating the effect of mechanisms of horizontal sequence transfer on phylogenetic reconstructions cannot cope with these new datasets,gubbins,fasta,Gubbins,"txt,gff3,embl,fasta,phylip,csv,vcf"
303,Removes all non-variant blocks from a gVCF file to produce a smaller variant-only VCF file.,,          Extract variants from a gVCF field  removing all non variant blocks to yield a smaller variant only VCF file       From the  gvcftools   toolkit,gvcftools_extract_variants,vcf,Extract Variants from gVCF files,vcf
304,,,                                                               bio hansel   Heidelberg And eNteritidis Snp ELucidation                                                              Subtype  Salmonella enterica  subsp  enterica serovar Heidelberg and Enteritidis genomes using  in silico  33 bp k mer SNP subtyping schemes developed by Genevieve Labbe et al,bio_hansel,"fastqsanger, fastq, fasta,fastqsanger, fastq,fasta",Salmonella Subtyping,tabular
305,creates a contact matrix,,  Creation of the contact matrix                                    hicBuildMatrix   creates a contact matrix based on Hi C read pairs  It requires two sam or bam files  corresponding to the first and second mates of the paired end H C reads,hicexplorer_hicbuildmatrix,"sam,bam,bed",@BINARY@,"bam,h5,html,txt"
306,Runs Dekker's iterative correction over a hic matrix.,,  Matrix correction                       hicCorrectMatrix   runs Dekker s iterative correction over a Hi C matrix   Imakaev 2012    ,hicexplorer_hiccorrectmatrix,,@BINARY@,"h5,png"
307,Computes pairwise correlations between hic matrices data,,  Matrix correlation                     Computes pairwise correlations between Hi C contact matrices  The correlation is computed taking the values from each pair of matrices and discarding values that are zero in both matrices,hicexplorer_hiccorrelate,,@BINARY@,png
308,find minimum cuts that correspond to boundaries,, Calculate TADs                 Topological associated domains  TADs  are regions on the DNA which tend to interact within the region a lot  but not outside their boundaries  More information ,hicexplorer_hicfindtads,,@BINARY@,"bed,bedgraph,gff,h5"
309,Merges bins from a Hi-C matrix,,  Change matrix resolution                             hicMergeMatrixBins   is used to decrease the resolution of a matrix  With this tool you can create out of a 100 kb  contact matrix a 1000 kb one   Number of bins to merge   10  100 kb   10   1000 kb   1 Mb  This functionality is useful especially for plotting,hicexplorer_hicmergematrixbins,,@BINARY@,h5
310,computes the principal components for A / B compartment analysis,, Principal component analysis                               hicPCA  computes two eigenvector files based on the input matrix for an A   B compartment analysis   Input         the matrix to be analysed  Parameters              Output file format  bigwig or bedgraph  Output        Two files with the first and the second eigenvector,hicexplorer_hicpca,,@BINARY@,bigwig
311,distance vs HiC counts plot per chromosome,, Relation of genomic distance and number of contacts                                                             This program makes a distance vs  Hi C counts plots,hicexplorer_hicplotdistvscounts,"h5,cool",@BINARY@,png
312,Plots a HiC matrix heatmap,, Contact matrix plot                            hicPlotMatrix   is a visualization tool for a contact matrix  It supports to plot the whole contact matrix  one or more chromosomes  a region or two regions against each other,hicexplorer_hicplotmatrix,"bedgraph,bigwig",@BINARY@,png
313,"Plots the diagonal, and some values close to the diagonal of a HiC matrix",,  Plot TADs              hicPlotTADs   is a visualization tool to plot the topologically associating domains  TADs  in a given region  Additional tracks can be added to enable the comparisons with other data like gene tracks,hicexplorer_hicplottads,bed,@BINARY@,png
314,computes the principal components for A / B compartment analysis,, Principal component analysis                               hicPCA  computes two eigenvector files based on the input matrix for an A   B compartment analysis   Input         the matrix to be analysed  Parameters              Output file format  bigwig or bedgraph  Output        Two files with the first and the second eigenvector,hicexplorer_hicplotviewpoint,,@BINARY@,"png,bedgraph"
315,combines Hi-C matrices of the same size,, Summation of matrices                          hicSumMatrix   is combining two  or more  contact matrices of the same size to one   This is useful if replicates of an Hi C experiment should be merged into one contact matrix to  increase the power of the data,hicexplorer_hicsummatrices,,@BINARY@,h5
316,"transforms a matrix to a obs_exp, pearson and covariance matrix",, Transformation of matrix for plotting                                        hicTransform  computes three matrices  an observed expected matrix based on it a pearson correlation matrix and based on it a covariance matrix  These three matrices can be used with  hicPlotMatrix  for an A   B compartment analysis,hicexplorer_hictransform,,@BINARY@,h5
317,A fast and sensitive alignment program,, Introduction               What is HISAT                   HISAT   jhu,hisat2,"fasta,fastqsanger,fastqsanger.gz,fastqsanger.bz2,fasta,gtf",HISAT2,"bam,fastqsanger,txt"
318,append modelmask line to a multiple sequence alignments,,  HELP PRE   alimask is used to apply a mask line to a multiple sequence alignment  based on provided alignment or model coordinates  When hmmbuild receives a masked alignment as input  it produces a profile model in which the emission probabilities at masked positions are set to match the background frequency  rather than being set based on observed frequencies in the alignment,hmmer_alimask,,alimask,stockholm
319,align sequences to a profile HMM,,  HELP PRE   Perform a multiple sequence alignment of all the sequences in  seqfile  by aligning them individually to the profile HMM in  hmmfile   The new alignment is output to stdout in Stockholm format,hmmer_hmmalign,fasta,hmmalign,stockholm
320,Build a profile HMM from an input multiple alignment,,  HELP PRE   For each multiple sequence alignment in  msafile  build a profile HMM and save it to a new file  hmmfile out     HELP PRE OTH    FORMAT SELECTOR HELP   MCSS HELP   ARSWS HELP   AEEWS HELP   PRIOR HELP   HSSI HELP   EVAL CALIB HELP   SEED HELP   LENGTHS HELP    ATTRIBUTION  ,hmmer_hmmbuild,,hmmbuild,hmm3
321,convert profile file to a HMMER format,,  HELP PRE   The hmmconvert utility converts an input profile file to different HMMER formats   By default  the input profile can be in any HMMER format  including old obsolete formats from HMMER2  ASCII or binary  the output profile is a current HMMER3 ASCII format,hmmer_hmmconvert,,hmmconvert,hmm3
322,sample sequence(s) from a profile HMM,,  HELP PRE   The hmmemit program samples  emits  sequences from the profile HMM s  in hmmfile  and writes them to output  Sampling sequences may be useful for a variety of purposes  including creating synthetic true positives for benchmarks or tests,hmmer_hmmemit,,hmmemit,fasta
323,retrieve profile HMM(s) from a file,,  HELP PRE   Quickly retrieves one or more profile HMMs from an  hmmfile   a large Pfam database  for example   The profile names should be listed in a text file  separated by newlines  By default  fetched HMMs are printed to standard output in HMMER3 format,hmmer_hmmfetch,"tabular,txt",hmmfetch,hmm3
324,search sequence(s) against a profile database,,  HELP PRE   hmmscan is used to search protein sequences against collections of protein profiles  For each sequence in  seqfile   use that query sequence to search the target database of profiles in  hmmfile   and output ranked lists of the profiles with the most significant matches to the sequence,hmmer_hmmscan,fasta,hmmscan,txt
325,search profile(s) against a sequence database,,  HELP PRE   hmmsearch is used to search one or more profiles against a sequence database  For each profile in  hmmfile   use that query profile to search the target database of sequences in  seqdb   and output ranked lists of the sequences with the most significant matches to the profile,hmmer_hmmsearch,fasta,hmmsearch,txt
326,iteratively search a protein sequence against a protein database (PSIBLAST-like),,  HELP PRE   jackhmmer iteratively searches each query sequence in  seqfile  against the target sequence s  in  seqdb   The first iteration is identical to a phmmer search,hmmer_jackhmmer,fasta,jackhmmer,txt
327,search a DNA model or alignment against a DNA database (BLASTN-like),,  HELP PRE   nhmmer is used to search one or more nucleotide queries against a nucleotide sequence database  For each query in  queryfile   use that query to search the target database of sequences in  seqdb   and output a ranked list of the hits with the most significant matches to the query,hmmer_nhmmer,fasta,nhmmer,txt
328,search DNA sequence(s) against a DNA profile database,,  HELP PRE   nhmmscan is used to search nucleotide sequences against collections of nucleotide profiles  For each sequence in  seqfile   use that query sequence to search the target database of profiles in  hmmfile   and output ranked lists of the profiles with the most significant matches to the sequence,hmmer_nhmmscan,fasta,nhmmscan,txt
329,search a protein sequence against a protein database (BLASTP-like),,  HELP PRE   phmmer is used to search one or more query protein sequences against a protein sequence database   For each query sequence in  seqfile   use that sequence to search the target database of sequences in  seqdb   and output ranked lists of the sequences with the most significant matches to the query,hmmer_phmmer,fasta,phmmer,txt
330, - Count aligned reads in a BAM file that overlap features in a GFF file,,  Overview           This tool takes an alignment file in SAM or BAM format and feature file in GFF format and calculates the number of reads mapping to each feature  It uses the  htseq count  script that is part of the HTSeq python module,htseq_count,"sam,bam,gff,fasta",htseq-count,"tabular,bam"
331,to profile presence/absence and abundance of microbial pathways and gene families,,  HELP HEADER   This tool corresponds to the main tool in HUMAnN2 pipeline     Inputs    The input is a single file corresponding either to filtered shotgun sequencing metagenome file  fastq  fastq,humann2,"fastq,fasta,sam,bam,biom1,tabular,txt,fasta,json,tsv",HUMAnN2,"tsv,biom1"
332,HUMAnN2 functions with metadata,,  HELP HEADER   When associating metadata with HUMAnN2 features  it is often beneficial to associate with community totals and avoid testing each individual feature stratification  to improve statistical power   This is the approach used by the HUMAnN2 utility script humann2 associate  which can compare feature totals across samples with 1  a single continuous metadatum  via the Spearman Correlation  or 2  a single categorical metadatum  via the Kruskal Wallis H test ,humann2_associate,"tsv,tabular",Associate,tabular
333,stratified HUMAnN2 features,,  HELP HEADER   humann2 barplot produces plots of stratified HUMAnN2 features and includes many options for sorting and scaling data  Here is an example of a HUMAnN2 barplot for a pathway  denitrification  that was preferentially enriched in Human Microbiome Project oral samples relative to other body sites  This figure uses many options from humann2 barplot  including regrouping by genus  pseudolog scaling  and sorting samples by similarity and metadata   ,humann2_barplot,"tsv,tabular",Barplot,"png,pdf,svg"
334,,,  HELP HEADER   By default  the gene families and pathways output files from HUMAnN2 are species level  This tool generates genus level gene families     ,humann2_genefamilies_genus_level,"tsv,tabular",Create a genus level gene families file,tsv
335,HUMAnN2 generated tables,,  HELP HEADER   Join HUMAnN2 tables is a tool to join gene or pathway tables of multiple samples into a single table      ,humann2_join_tables,"tsv,tabular",Join,tsv
336,a HUMAnN2 generated table,,  HELP HEADER   Reduce HUMAnN2 table is a tool to reduce the table given a function  max  sum  mean or min       ,humann2_reduce_table,"tsv,tabular",Reduce,tsv
337,a HUMAnN2 generated table by features,,  HELP HEADER   Regroup HUMAnN2 table features is a tool for regrouping table features  abundances or coverage  given a table of feature values and a mapping of groups to component features  It produces a new table with group values in place of feature values,humann2_regroup_table,"tsv,tabular,tsv",Regroup,tsv
338,features of a HUMAnN2 generated table,,  HELP HEADER   Rename HUMAnN2 table features is a tool for renaming table features given a custom mapping  The mapping file must be tabular format file with two tab separated columns,humann2_rename_table,"tsv,tabular,tsv",Rename,tsv
339,a HUMAnN2 generated table,,  HELP HEADER   Renorm HUMAnN2 table is a tool to renormalize a table  either in copies per million or in relative abundance  Each level of a stratified table will be normalized using the desired scheme,humann2_renorm_table,"tsv,tabular",Renormalize,tsv
340, combined meta'omic sequencing data,,  HELP HEADER   Given a DNA table and a RNA table  produce smoothed RNA and DNA values as well as relative expression values   Smoothing  means substituting a small value in place of a zero or missing value,humann2_rna_dna_norm,"tsv,tabular,biom1",Normalize,tsv
341,,,  HELP HEADER   This utility will split a table into two files  one stratified and one unstratified       ,humann2_split_stratified_table,"tsv,tabular,biom1",Split stratified table,tsv
342, a HUMAnN2 generated table,,  HELP HEADER   Split HUMAnN2 table is a tool to split a gene table with multiple columns  This file can have been generated with the join table tool,humann2_split_table,"tsv,tabular,biom1",Split,
343,,,  HELP HEADER   This script is currently at an experimental stage  Please use with caution,humann2_strain_profiler,"tsv,tabular,biom1",Make strain profiles,
344,,,  HELP HEADER   This utility will unpack the pathways to show the genes for each  It adds another level of stratification to the pathway abundance table by including the gene families  or EC  abundances,humann2_unpack_pathways,"tsv,tabular",Unpack pathway abundances to show genes included,tsv
345,compare ranked list of identifications,,  The  IDR   com nboley idr blob master README,idr,"bed,gff",IDR,"bed,png"
346,Phylogenomic / evolutionary tree construction from multiple sequences,, IQ TREE          The full documentation can be found here    ,iqtree,"txt,nhx",IQ-TREE,"nhx,mldist,nex,iqtree"
347,Smooth and Plot,, This tool imports a collection of genomic region datasets  and associates to each region multiple genomic feature measurements  It allows to align the regions in multiple ways  center  left  right or scale alignment   to smooth the feature curves  possibly filling gaps in the measurements  and to create a graphical representation of the feature measurements in each region datasets  aligned curves or pointwise quantile curves ,iwtomics_loadandplot,tabular,IWTomics Load,"rdata,tabular,pdf"
348,on Test Scale,, This tool allows to select the scale for the Interval Wise Testing results  In particular  it returns the p value curves for the different tests performed at the selected scale  and it creates a graphical representation of the Interval Wise Testing results and a summary plot  optional  at the selected scale,iwtomics_plotwithscale,"rdata,tabular",IWTomics Plot with Threshold,"txt,pdf"
349,and Plot,, This tool statistically evaluates differences in genomic features between groups of regions along the genome  In particular  it implements the Interval Wise Testing for omics data  an extended version of the Interval Wise Testing for functional data presented in Pini and Vantini  2017 ,iwtomics_testandplot,"rdata,tabular",IWTomics Test,"txt,pdf,rdata,tabular"
350,upgrades the bare data directory to a full JBrowse instance,, Upgrades an existing bare JBrowse  data  directory into a full fledged JBrowse instance    ATTRIBUTION  ,jbrowse_to_standalone,html,JBrowse - Data Directory to Standalone,html
351,genome browser,, JBrowse in Galaxy                    JBrowse in Galaxy offers a highly configurable  workflow compatible alternative to Trackster   Overview           JBrowse is a fast  embeddable genome browser built completely with JavaScript and HTML5,jbrowse,"fasta,html,gff3",JBrowse,html
352,,,Joins datasets by identifier column,join_files_by_id,tabular,Join datasets by identifier column,tabular
353,process JSON,, JQ         jq is a lightweight and flexible JSON processor   Brief Examples                 See  the manual  ,jq,json,JQ,json
354,- run pseudoalignment on RNA-Seq transcripts,,     kallisto   github,kallisto_pseudo,"fastq,tabular",Kallisto pseudo,"tabular,bam"
355,- quantify abundances of RNA-Seq transcripts,,    kallisto is a program for quantifying abundances of transcripts from RNA Seq data  or more generally of target sequences using high throughput sequencing reads  It is based on the novel idea of pseudoalignment for rapidly determining the compatibility of reads with targets  without the need for alignment,kallisto_quant,"fastq,fastq.gz",Kallisto quant,"h5,tabular,bam"
356,"
        Calculate abundance distribution of k-mers
    ",, Calculate the abundance distribution of k mers from a single sequence file   Note that with   b  this script is constant memory  in exchange  k mer counts will stop at 255,khmer_abundance_distribution_single,,Abundance Distribution (all-in-one),oxlicg
357,"
        Calculate abundance distribution of k-mers using pre-made k-mer countgraphs
    ",, Calculate abundance distribution of the k mers in the sequence file using a pre made k mer countgraph    HELP FOOTER       ,khmer_abundance_distribution,,Abundance Distribution,
358,Count the median/avg k-mer abundance for each sequence,, Count the median avg k mer abundance for each sequence in the input file  based on the k mer counts in the given k mer countgraph  Can be used to estimate expression levels  mRNAseq  or coverage  genomic metagenomic ,khmer_count_median,,Count Median,txt
359,"Load, partition, and annotate FAST[AQ] sequences",,  Load in a set of sequences  partition them  merge the partitions  and annotate the original sequences files with the partition information   This script combines the functionality of  load graph,khmer_partition,,Sequence partition all-in-one,txt
360,Separate sequences that are annotated with partitions into grouped files,, Separate sequences that are annotated with partitions into grouped files    HELP FOOTER       ,khmer_extract_partitions,,Extract partitions,txt
361,"
        by minimal k-mer abundance
    ",, Trims fastq fasta sequences at k mers of a given abundance based on a provided k mer countgraph  If the input sequences are from RNAseq or metagenome sequencing then    variable coverage  should be used    HELP FOOTER       ,khmer_filter_abundance,,Filter reads,
362,"
        below k-mer abundance of 50
    ",, Trims fastq fasta sequences at k mers with abundance below 50 based on a provided k mer countgraph    HELP FOOTER  ,khmer_filter_below_abundance_cutoff,,Filter reads,
363,Filter reads using digital normalization via k-mer abundances,, Do digital normalization  remove mostly redundant sequences   Discard sequences based on whether or not their median k mer abundance lies above a specified cutoff  Kept sequences will be placed in  fileN ,khmer_normalize_by_median,"fasta,fastq,fastqsanger,fastqsolexa,fastqillumina,oxlicg",Normalize By Median,"oxlicg,txt"
364,KEGG Orthology Based Annotation System,,  HELP KOBAS INFO     KOBAS Annotate    Annotates an input set of genes with putative pathways and disease relationships based on mapping to genes with known annotations  It allows for both ID mapping and cross species sequence similarity mapping,kobas_annotate,"fasta,tabular,txt,sqlite",KOBAS Annotate,tabular
365,KEGG Orthology Based Annotation System,,  HELP KOBAS INFO     KOBAS Identify    Performs statistical tests to identify significantly enriched pathways and diseases    HELP KOBAS URL      ,kobas_identify,"tabular,txt",KOBAS Identify,tabular
366,view report of classification for multiple samples,,  ,kraken_taxonomy_report,tabular,Kraken taxonomic report,"tabular,txt"
367,from GTF and FASTA file,, ,length_and_gc_content,"gtf,fasta",Gene length and GC content,tabular
368,"
        Perform differential expression with limma-voom or limma-trend
    ",,Given a matrix of counts  e g,limma_voom,tabular,limma,html
369,Call broad peaks from bedGraph output,,This is   bdgbroadcall   utility from the MACS2  Package  It is designed to call broad peaks  e,macs2_bdgbroadcall,bedgraph,MACS2 bdgbroadcall,interval
370,Deduct noise by comparing two signal tracks in bedGraph,,This is   bdgcmp   utility from the MACS2  Package  It is designed to deduct noise by comparing two signal tracks in bedGraph,macs2_bdgcmp,bedgraph,MACS2 bdgcmp,bedgraph
371,Differential peak detection based on paired four bedgraph files,,This is   bdgdiff   utility from the MACS2  Package  It performs differential peak detection based on paired four bedgraph files,macs2_bdgdiff,bedgraph,MACS2 bdgdiff,bed
372,Call peaks from bedGraph output,,This is   bdgpeakcall   utility from the MACS2  Package  It calls peaks from bedGraph output,macs2_bdgpeakcall,bedgraph,MACS2 bdgpeakcall,bedgraph
373,Call peaks from alignment results,,  callpeak   is the main function of the MACS2  package  MACS identifies enriched binding sites in ChIP seq experiments,macs2_callpeak,"bam,sam,bed",MACS2 callpeak,"tabular,bed,pdf,bedgraph,html"
374,Remove duplicate reads at the same position,,This is   filterdup   utility from the MACS2  Package  It removes duplicate reads and converts results to BED format,macs2_filterdup,"sam,bam,bed",MACS2 filterdup,bed
375,Predict 'd' or fragment size from alignment results,,This is   predictd   utility from the MACS2  Package  It predicts the  d  value or fragment size from alignment results,macs2_predictd,"bam,sam,bed",MACS2 predictd,"txt,pdf"
376,Randomly sample number or percentage of total reads,,This is   randsample   utility from the MACS2  Package  It randomly samples reads by number or percentage from an input file,macs2_randsample,"sam,bam,bed",MACS2 randsample,bed
377,Refine peak summits and give scores measuring balance of forward- backward tags (Experimental),,This is   refinepeak   utility from the MACS2  Package  It is an experimental utility that takes raw read alignments  refines peak summits and gives scores measuring balance of forward  backward tags,macs2_refinepeak,"sam,bam,bed,bed",MACS2 refinepeak,bed
378,genome annotation pipeline,,         MAKER is a portable and easily configurable genome annotation pipeline  Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases,maker,"fasta,gff,snaphmm,augustus",Maker,gff3
379,on a Maker annotation,,         MAKER is a portable and easily configurable genome annotation pipeline  Its purpose is to allow smaller eukaryotic and prokaryotic genome projects to independently annotate their genomes and to create genome databases,maker_map_ids,gff,Map annotation ids,"gff,tabular"
380,Significant Gene Expression Profile Differences in Time Course Gene Expression Data,,maSigPro  is a regression based approach to find genes for which there are significant gene expression profile differences between experimental groups in time course microarray and RNA Seq experiments ,masigpro,"tabular,txt,tabular",maSigPro,"txt,pdf,tabular"
381,for metagenomics assembly,,MEGAHIT is a single node assembler for large and complex metagenomics NGS reads  such as soil  It makes use of succinct de Bruijn graph  SdBG  to achieve low memory assembly,megahit,"fastq,fastqsanger,fasta,fastq.gz,fastqsanger.gz",MEGAHIT,fasta
382,- Scan a set of sequences for motifs.,,   ,meme_fimo,"memexml,fasta,txt",FIMO,"html,tabular,cisml,interval"
383,- Multiple Em for Motif Elicitation,,   ,meme_meme,"fasta,txt",MEME,"html,txt,memexml"
384,- perform discriminative motif discovery,,   ,meme_psp_gen,fasta,MEME psp-gen,"memepsp,tabular"
385,Cumulative sum scaling,, metagenomeSeq Cumulative sum scaling                                       Info               Cumulative sum scaling based upon percentile selection  You can manually specificy the percentile or calculate it using cumNormStat or cumNormStatFast,metagenomeseq_normalizaton,biom1,metagenomeSeq Normalization,"tabular,txt"
386,MetaPhlAn2 files,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual  ,merge_metaphlan_tables,"tabular,txt",Merge,tabular
387,to profile the composition of microbial communities,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual  ,metaphlan2,"fastq,fasta,sam,fasta,json",MetaPhlAn2,"tabular,sam,biom1"
388,output for Krona,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual  ,metaphlan2krona,"tabular,txt",Format MetaPhlAn2,tabular
389,"with hierarchical clustering of both samples
and microbial clades for MetaPhlAn2",,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual  ,metaphlan_hclust_heatmap,"tabular,txt",Generate heatmap,"pdf,png,svg"
390,assembler for metagenomics datasets,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies,metaspades,fastq,metaSPAdes,"fasta,txt"
391,"mapper for full-length T- and B-cell repertoire sequencing
    ",,      This software is a smart wrapper for the IgBlast V  D  J mapping tool designed to facilitate analysis immune     receptor libraries profiled using high throughput sequencing      ,migmap,"fasta,fastq",MiGMAP,"tabular,txt"
392,A fast pairwise aligner for genomic and spliced nucleotide sequences,,  Users  Guide               Minimap2 is a versatile sequence alignment program that aligns DNA or mRNA sequences against a large reference database  Typical use cases include   1  mapping PacBio or Oxford Nanopore genomic reads to the human genome   2  finding overlaps between long reads with error rate up to  15    3  splice aware alignment of PacBio Iso Seq or Nanopore cDNA or Direct RNA reads against a reference genome   4  aligning Illumina single  or paired end reads   5  assembly to assembly alignment   6  full genome alignment between two closely related species with divergence below  15 ,minimap2,"fasta,fastqsanger,fastqsanger.gz,fasta",Map with minimap2,bam
393,,,Given a genome file in FASTA or Genbank format  MLST will scan the file against PubMLST typing schemes ,mlst,"fasta,genbank",MLST,tabular
394,,,MLST List will list all the scheme names used by MLST  Selecting the long list option will also provide the alleles for all MLST schemes,mlst_list,,MLST List,txt
395,Calculate the number of potentially misaligned bases,,    MOTHUR OVERVIEW     Command Documentation    The align check  command allows you to calculate the number of potentially misaligned bases in a 16S rRNA gene sequence alignment using a secondary structure map ,mothur_align_check,"mothur.align,mothur.map,mothur.count_table,mothur.names",Align.check,mothur.align.check
396,Align sequences to a template alignment,,    MOTHUR OVERVIEW     Command Documentation    The align seqs  command aligns a user supplied fasta formatted candidate sequence file to a user supplied fasta formatted template alignment ,mothur_align_seqs,fasta,Align.seqs,"mothur.align,mothur.align.report,mothur.accnos"
397,Analysis of molecular variance,,    MOTHUR OVERVIEW     Command Documentation    The amova  command calculates the analysis of molecular variance from a phylip distance matrix   a nonparametric analog of traditional analysis of variance  This method is widely used in population genetics to test the hypothesis that genetic diversity within two populations is not significantly different from that which would result from pooling the two populations,mothur_amova,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.design",Amova,tabular
