,description,edam_topics,help,id,inputs,name,outputs
268,Identify somatic fusion genes from a GEMINI database,,Identifies somatic fusion genes from a GEMINI database ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
269,Custom genotype filtering by gene,,The gemini query tool allows querying by variant and the inheritance tools described above enable querying by gene for fixed inheritance patterns  The gene wise tool allows querying by gene with custom genotype filters to bridge the gap between these tools ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
270,Find genes among variants that are interacting partners,,Integrating the knowledge of the known protein protein interactions would be useful in explaining variation data  Meaning to say that a damaging variant in an interacting partner of a potential protein may be equally interesting as the protein itself  We have used the HPRD  binary interaction data to build a p p network graph which can be explored by GEMINI ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
271,Loading a VCF file into GEMINI,,Before we can use GEMINI to explore genetic variation  we must first load our VCF file into the GEMINI database framework  We expect you to have first annotated the functional consequence of each variant in your VCF using either VEP or snpEff ,gemini_@BINARY@,"vcf,tabular",GEMINI @BINARY@,gemini.sqlite
272,Filter LoF variants by transcript position and type,, Filter LoF variants by transcript position and type ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
273,Identify candidate violations of Mendelian inheritance,,Assuming you have defined the familial relationships between samples when loading your VCF into GEMINI  you can use this tool for identifying mutations that violate the Mendelian inheritance scheme ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
274,Map genes and variants to KEGG pathways,,Mapping genes to biological pathways is useful in understanding the function role played by a gene  Likewise  genes involved in common pathways is helpful in understanding heterogeneous diseases  We have integrated the KEGG pathway mapping for gene variants  to explain annotate variation ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
275,Quality control tool,,Checks whether the given sex of the samples are probable  It issues the query  ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
276,Querying the GEMINI database,,The real power in the GEMINI framework lies in the fact that all of your genetic variants have been stored in a convenient database in the context of a wealth of genome annotations that facilitate variant interpretation  The expressive power of SQL allows one to pose intricate questions of one s variation data  This tool offers you an easy way to query your variants ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
277,Extracting variants from specific regions or genes,,One often is concerned with variants found solely in a particular gene or genomic region ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
278,Identifying runs of homozygosity,,                                                                              ROH    Identifying runs of homozygosity                                                                             Runs of homozygosity are long stretches of homozygous genotypes that reflect segments shared identically by descent and are a result of consanguinity or natural selection  Consanguinity elevates the occurrence of rare recessive diseases  e g  cystic fibrosis  that represent homozygotes for strongly deleterious mutations  Hence  the identification of these runs holds medical value ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
279,Tag somatic mutations in a GEMINI database,,Gemini set somatic sets the flag  is somatic  by comparing tumor normal pairs in an already loaded Gemini database  ,gemini_@BINARY@,,GEMINI @BINARY@,gemini.sqlite
280,Compute useful variant statistics,,The stats tool computes some useful variant statistics for a GEMINI database  Like computing the transition and transversion ratios for the snps ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
281,"Conducting analyses on genome ""windows""",,It computs variation metrics across genomic windows  both fixed and sliding  ,gemini_@BINARY@,,GEMINI @BINARY@,tabular
282,Linkage and Haplotypes analysis,,,genehunter_modscore,"linkage_pedin,linkage_datain,linkage_map,txt",Genehunter-Modscore,"allegro_ihaplo,allegro_fparam"
283,peak predictor,,GeneTrack separately identifies peaks on the forward      W  and reverse      C  strand   The way that GeneTrack works is to replace each tag with a probabilistic distribution of occurrences for that tag at and around its mapped genomic coordinate   The distance decay of the probabilistic distribution is set by adjusting the value of the tool s   Sigma to use when smoothing reads   parameter   GeneTrack then sums the distribution over all mapped tags   This results in a smooth continuous trace that can be globally broadened or tightened by adjusting the sigma value   GeneTrack starts with the highest smoothed peak first  treating each strand separately if indicated by the data  then sets up an exclusion zone  centered over the peak  defined by the value of the   Peak exclusion zone   parameter  see figure    The exclusion zone prevents any secondary peaks from being called on the same strand within that exclusion zone   In rare cases  it may be desirable to set different exclusion zones upstream  more 5   versus downstream  more 3   of the peak ,genetrack,"scidx,gff",GeneTrack,
284,against parent features,,Often the genomic data processing analysis process requires a workflow like the following ,gff3.rebase,gff3,Rebase GFF3 features,gff3
285,compare assembled transcripts to a reference annotation,,,gffcompare,"gtf,gff3,gtf,fasta",GffCompare,"txt,tabular,gtf"
286,,,,ggplot2_histogram,tabular,Histogram w ggplot2,pdf
287,,,,ggplot2_point,tabular,Scatterplot w ggplot2,pdf
288,,,,ggplot2_violin,tabular,Violin plot w ggplot2,pdf
289,,,,ggplot2_heatmap2,tabular,heatmap2,pdf
290,of windows in each sequence,,This tool calculates the ACGT Content from a given Sequence  given a sliding window ,glimmer_acgt_content,fasta,ACGT Content,tabular
291,,,This program constructs an interpolated context model  ICM  from an input set of sequences ,glimmer_build_icm,fasta,Glimmer ICM builder,data
292,from a genome,, This program reads a genome sequence and a list of coordinates for it and outputs a multi   fasta file of the regions specified by the coordinates ,glimmer_extract,"fasta,tabular",Extract sequence regions,fasta
293,from a GenBank file,,     ,glimmer_gbk_to_orf,genbank,Extract ORF,fasta
294,,,Converts a Glimmer3 output File to an GFF Annotation File  ,glimmer_glimmer_to_gff,tabular,Convert Glimmer to GFF,gff
295,"identify long, non-overlapping ORFs",,    This program identifies long  non overlapping open reading frames  orfs  in a DNA sequence file      These orfs are very likely to contain genes  and can be used as a set of training sequences     More specifically  among all orfs longer than a minimum length   those that do not overlap any others are output  The start codon used for     each orf is the first possible one  The program  by default  automatically determines the     value that maximizes the number of orfs that are output  With the  t option  the initial     set of candidate orfs also can be filtered using entropy distance  which generally produces     a larger  more accurate training set  particularly for high GC content genomes ,glimmer_long_orfs,fasta,Glimmer long ORFs,tabular
296,Predict ORFs in prokaryotic genomes (knowlegde-based),,This is the main program that makes gene predictions based on an interpolated context model  ICM  ,glimmer_knowledge_based,"fasta,tar",Glimmer3,"fasta,txt"
297,Predict ORFs in prokaryotic genomes (not knowlegde-based),,This tool predicts open reading frames  ORFs  from a given DNA Sequence  That tool is not knowlegde based ,glimmer_not_knowledge_based,fasta,Glimmer3,"fasta,txt"
298,tests for overrepresented gene categories,, Gene Ontology    GO  analysis is widely used to reduce complexity and highlight biological processes in genome wide expression studies  but standard methods give biased results on RNA seq data due to over detection of differential expression for long and highly expressed transcripts  This tool provides methods for performing GO analysis of RNA seq data  taking length bias into account  The methods and software used by goseq are equally applicable to other category based tests of RNA seq data  such as KEGG  pathway analysis ,goseq,tabular,goseq,"tabular,pdf,rdata"
299,to produce graphical output of an input tree,,GraPhlAn is a software tool for producing high quality circular representations of taxonomic and phylogenetic trees  GraPhlAn focuses on concise  integrative  informative  and publication ready representations of phylogenetically  and taxonomically driven investigation ,graphlan,"txt,nhx,phyloxml",GraPhlAn,"png,pdf,ps,eps,svg"
300,for GraPhlAn,,GraPhlAn is a software tool for producing high quality circular representations of taxonomic and phylogenetic trees  GraPhlAn focuses on concise  integrative  informative  and publication ready representations of phylogenetically  and taxonomically driven investigation ,graphlan_annotate,"txt,nhx,nex,phyloxml,txt","Generation, personalization and annotation of tree",phyloxml
301,Recombination detection in Bacteria,,,gubbins,fasta,Gubbins,"txt,gff3,embl,fasta,phylip,csv,vcf"
302,Removes all non-variant blocks from a gVCF file to produce a smaller variant-only VCF file.,,,gvcftools_extract_variants,vcf,Extract Variants from gVCF files,vcf
303,,,,bio_hansel,"fastqsanger, fastq, fasta,fastqsanger, fastq,fasta",Salmonella Subtyping,tabular
304,creates a contact matrix,,,hicexplorer_hicbuildmatrix,"sam,bam,bed",@BINARY@,"bam,h5,html,txt"
305,Runs Dekker's iterative correction over a hic matrix.,,,hicexplorer_hiccorrectmatrix,,@BINARY@,"h5,png"
306,Computes pairwise correlations between hic matrices data,,,hicexplorer_hiccorrelate,,@BINARY@,png
307,find minimum cuts that correspond to boundaries,,,hicexplorer_hicfindtads,,@BINARY@,"bed,bedgraph,gff,h5"
308,Merges bins from a Hi-C matrix,,,hicexplorer_hicmergematrixbins,,@BINARY@,h5
309,computes the principal components for A / B compartment analysis,,,hicexplorer_hicpca,,@BINARY@,bigwig
310,distance vs HiC counts plot per chromosome,,,hicexplorer_hicplotdistvscounts,"h5,cool",@BINARY@,png
311,Plots a HiC matrix heatmap,,,hicexplorer_hicplotmatrix,"bedgraph,bigwig",@BINARY@,png
312,"Plots the diagonal, and some values close to the diagonal of a HiC matrix",,,hicexplorer_hicplottads,bed,@BINARY@,png
313,computes the principal components for A / B compartment analysis,,,hicexplorer_hicplotviewpoint,,@BINARY@,"png,bedgraph"
314,combines Hi-C matrices of the same size,,,hicexplorer_hicsummatrices,,@BINARY@,h5
315,"transforms a matrix to a obs_exp, pearson and covariance matrix",,,hicexplorer_hictransform,,@BINARY@,h5
316,A fast and sensitive alignment program,,,hisat2,"fasta,fastqsanger,fastqsanger.gz,fastqsanger.bz2,fasta,gtf",HISAT2,"bam,fastqsanger,txt"
317,append modelmask line to a multiple sequence alignments,,,hmmer_alimask,,alimask,stockholm
318,align sequences to a profile HMM,,,hmmer_hmmalign,fasta,hmmalign,stockholm
319,Build a profile HMM from an input multiple alignment,,,hmmer_hmmbuild,,hmmbuild,hmm3
320,convert profile file to a HMMER format,,,hmmer_hmmconvert,,hmmconvert,hmm3
321,sample sequence(s) from a profile HMM,,,hmmer_hmmemit,,hmmemit,fasta
322,retrieve profile HMM(s) from a file,,,hmmer_hmmfetch,"tabular,txt",hmmfetch,hmm3
323,search sequence(s) against a profile database,,,hmmer_hmmscan,fasta,hmmscan,txt
324,search profile(s) against a sequence database,,,hmmer_hmmsearch,fasta,hmmsearch,txt
325,iteratively search a protein sequence against a protein database (PSIBLAST-like),,,hmmer_jackhmmer,fasta,jackhmmer,txt
326,search a DNA model or alignment against a DNA database (BLASTN-like),,,hmmer_nhmmer,fasta,nhmmer,txt
327,search DNA sequence(s) against a DNA profile database,,,hmmer_nhmmscan,fasta,nhmmscan,txt
328,search a protein sequence against a protein database (BLASTP-like),,,hmmer_phmmer,fasta,phmmer,txt
329, - Count aligned reads in a BAM file that overlap features in a GFF file,,,htseq_count,"sam,bam,gff,fasta",htseq-count,"tabular,bam"
330,to profile presence/absence and abundance of microbial pathways and gene families,,,humann2,"fastq,fasta,sam,bam,biom1,tabular,txt,fasta,json,tsv",HUMAnN2,"tsv,biom1"
331,HUMAnN2 functions with metadata,,,humann2_associate,"tsv,tabular",Associate,tabular
332,stratified HUMAnN2 features,,,humann2_barplot,"tsv,tabular",Barplot,"png,pdf,svg"
333,,,,humann2_genefamilies_genus_level,"tsv,tabular",Create a genus level gene families file,tsv
334,HUMAnN2 generated tables,,,humann2_join_tables,"tsv,tabular",Join,tsv
335,a HUMAnN2 generated table,,,humann2_reduce_table,"tsv,tabular",Reduce,tsv
336,a HUMAnN2 generated table by features,,,humann2_regroup_table,"tsv,tabular,tsv",Regroup,tsv
337,features of a HUMAnN2 generated table,,,humann2_rename_table,"tsv,tabular,tsv",Rename,tsv
338,a HUMAnN2 generated table,,,humann2_renorm_table,"tsv,tabular",Renormalize,tsv
339, combined meta'omic sequencing data,,,humann2_rna_dna_norm,"tsv,tabular,biom1",Normalize,tsv
340,,,,humann2_split_stratified_table,"tsv,tabular,biom1",Split stratified table,tsv
341, a HUMAnN2 generated table,,,humann2_split_table,"tsv,tabular,biom1",Split,
342,,,,humann2_strain_profiler,"tsv,tabular,biom1",Make strain profiles,
343,,,,humann2_unpack_pathways,"tsv,tabular",Unpack pathway abundances to show genes included,tsv
344,compare ranked list of identifications,,,idr,"bed,gff",IDR,"bed,png"
345,Phylogenomic / evolutionary tree construction from multiple sequences,,,iqtree,"txt,nhx",IQ-TREE,"nhx,mldist,nex,iqtree"
346,Smooth and Plot,,,iwtomics_loadandplot,tabular,IWTomics Load,"rdata,tabular,pdf"
347,on Test Scale,,,iwtomics_plotwithscale,"rdata,tabular",IWTomics Plot with Threshold,"txt,pdf"
348,and Plot,,,iwtomics_testandplot,"rdata,tabular",IWTomics Test,"txt,pdf,rdata,tabular"
349,upgrades the bare data directory to a full JBrowse instance,,,jbrowse_to_standalone,html,JBrowse - Data Directory to Standalone,html
350,genome browser,,,jbrowse,"fasta,html,gff3",JBrowse,html
351,,,Joins datasets by identifier column,join_files_by_id,tabular,Join datasets by identifier column,tabular
352,process JSON,,,jq,json,JQ,json
353,- run pseudoalignment on RNA-Seq transcripts,,,kallisto_pseudo,"fastq,tabular",Kallisto pseudo,"tabular,bam"
354,- quantify abundances of RNA-Seq transcripts,,,kallisto_quant,"fastq,fastq.gz",Kallisto quant,"h5,tabular,bam"
355,"
        Calculate abundance distribution of k-mers
    ",,,khmer_abundance_distribution_single,,Abundance Distribution (all-in-one),oxlicg
356,"
        Calculate abundance distribution of k-mers using pre-made k-mer countgraphs
    ",,,khmer_abundance_distribution,,Abundance Distribution,
357,Count the median/avg k-mer abundance for each sequence,,,khmer_count_median,,Count Median,txt
358,"Load, partition, and annotate FAST[AQ] sequences",,,khmer_partition,,Sequence partition all-in-one,txt
359,Separate sequences that are annotated with partitions into grouped files,,,khmer_extract_partitions,,Extract partitions,txt
360,"
        by minimal k-mer abundance
    ",,,khmer_filter_abundance,,Filter reads,
361,"
        below k-mer abundance of 50
    ",,,khmer_filter_below_abundance_cutoff,,Filter reads,
362,Filter reads using digital normalization via k-mer abundances,,,khmer_normalize_by_median,"fasta,fastq,fastqsanger,fastqsolexa,fastqillumina,oxlicg",Normalize By Median,"oxlicg,txt"
363,KEGG Orthology Based Annotation System,,,kobas_annotate,"fasta,tabular,txt,sqlite",KOBAS Annotate,tabular
364,KEGG Orthology Based Annotation System,,,kobas_identify,"tabular,txt",KOBAS Identify,tabular
365,view report of classification for multiple samples,,,kraken_taxonomy_report,tabular,Kraken taxonomic report,"tabular,txt"
366,from GTF file,,        Returns a tabular file with gene id and length and a tabular file with gene id and GC content  based on a supplied GTF and a FASTA file ,length_and_gc_content,"gtf,fasta",Gene length and gc content,tabular
367,"
        Differential expression with optional sample weights
    ",,Given a matrix of counts  e g  from featureCounts  and optional information about the genes  this tool produces plots and tables useful in the analysis of differential gene expression ,limma_voom,tabular,limma-voom,html
368,Call broad peaks from bedGraph output,,This is   bdgbroadcall   utility from the MACS2  Package  It is designed to call broad peaks  e g   histone  from bedGraph datasets generated with MACS2 ,macs2_bdgbroadcall,bedgraph,MACS2 bdgbroadcall,interval
369,Deduct noise by comparing two signal tracks in bedGraph,,This is   bdgcmp   utility from the MACS2  Package  It is designed to deduct noise by comparing two signal tracks in bedGraph ,macs2_bdgcmp,bedgraph,MACS2 bdgcmp,bedgraph
370,Differential peak detection based on paired four bedgraph files,,This is   bdgdiff   utility from the MACS2  Package  It performs differential peak detection based on paired four bedgraph files ,macs2_bdgdiff,bedgraph,MACS2 bdgdiff,bed
371,Call peaks from bedGraph output,,This is   bdgpeakcall   utility from the MACS2  Package  It calls peaks from bedGraph output ,macs2_bdgpeakcall,bedgraph,MACS2 bdgpeakcall,bedgraph
372,Call peaks from alignment results,,  callpeak   is the main function of the MACS2  package  MACS identifies enriched binding sites in ChIP seq experiments  It captures the influence of genome complexity to evaluate the significance of enriched ChIP regions  and improves the spatial resolution of binding sites through combining the information of both sequencing tag position and orientation ,macs2_callpeak,"bam,sam,bed",MACS2 callpeak,"tabular,bed,pdf,bedgraph,html"
373,Remove duplicate reads at the same position,,This is   filterdup   utility from the MACS2  Package  It removes duplicate reads and converts results to BED format ,macs2_filterdup,"sam,bam,bed",MACS2 filterdup,bed
374,Predict 'd' or fragment size from alignment results,,This is   predictd   utility from the MACS2  Package  It predicts the  d  value or fragment size from alignment results ,macs2_predictd,"bam,sam,bed",MACS2 predictd,"txt,pdf"
375,Randomly sample number or percentage of total reads,,This is   randsample   utility from the MACS2  Package  It randomly samples reads by number or percentage from an input file ,macs2_randsample,"sam,bam,bed",MACS2 randsample,bed
376,Refine peak summits and give scores measuring balance of forward- backward tags (Experimental),,This is   refinepeak   utility from the MACS2  Package  It is an experimental utility that takes raw read alignments  refines peak summits and gives scores measuring balance of forward  backward tags  Inspired by the SPP  pipeline ,macs2_refinepeak,"sam,bam,bed,bed",MACS2 refinepeak,bed
377,genome annotation pipeline,,,maker,"fasta,gff,snaphmm,augustus",Maker,gff3
378,on a Maker annotation,,,maker_map_ids,gff,Map annotation ids,"gff,tabular"
379,Significant Gene Expression Profile Differences in Time Course Gene Expression Data,,maSigPro  is a regression based approach to find genes for which there are significant gene expression profile differences between experimental groups in time course microarray and RNA Seq experiments ,masigpro,"tabular,txt,tabular",maSigPro,"txt,pdf,tabular"
380,for metagenomics assembly,,MEGAHIT is a single node assembler for large and complex metagenomics NGS reads  such as soil  It makes use of succinct de Bruijn graph  SdBG  to achieve low memory assembly  MEGAHIT can optionally utilize a CUDA enabled GPU to accelerate its SdBG contstruction  The GPU accelerated version of MEGAHIT has been tested on NVIDIA GTX680  4G memory  and Tesla K40c  12G memory  with CUDA 5 5  6 0 and 6 5 ,megahit,"fastq,fastqsanger,fasta,fastq.gz,fastqsanger.gz",MEGAHIT,fasta
381,- Scan a set of sequences for motifs.,,,meme_fimo,"memexml,fasta,txt",FIMO,"html,tabular,cisml,interval"
382,- Multiple Em for Motif Elicitation,,,meme_meme,"fasta,txt",MEME,"html,txt,memexml"
383,- perform discriminative motif discovery,,,meme_psp_gen,fasta,MEME psp-gen,"memepsp,tabular"
384,Cumulative sum scaling,,,metagenomeseq_normalizaton,biom1,metagenomeSeq Normalization,"tabular,txt"
385,MetaPhlAn2 files,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual     ,merge_metaphlan_tables,"tabular,txt",Merge,tabular
386,to profile the composition of microbial communities,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual     ,metaphlan2,"fastq,fasta,sam,fasta,json",MetaPhlAn2,"tabular,sam,biom1"
387,output for Krona,,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual     ,metaphlan2krona,"tabular,txt",Format MetaPhlAn2,tabular
388,"with hierarchical clustering of both samples
and microbial clades for MetaPhlAn2",,MetaPhlAn is a computational tool to profile the structure and the composition of microbial communities  Bacteria  Archaea  Eukaryotes and Viruses  from metagenomic shotgun sequencing data with species level resolution  For more information  check the  user manual     ,metaphlan_hclust_heatmap,"tabular,txt",Generate heatmap,"pdf,png,svg"
389,assembler for metagenomics datasets,,SPAdes   St  Petersburg genome assembler   is intended for both standard isolates and single cell MDA bacteria assemblies  See  for more details on SPAdes ,metaspades,fastq,metaSPAdes,"fasta,txt"
390,"mapper for full-length T- and B-cell repertoire sequencing
    ",,,migmap,"fasta,fastq",MiGMAP,"tabular,txt"
391,A fast pairwise aligner for genomic and spliced nucleotide sequences,,,minimap2,"fasta,fastqsanger,fastqsanger.gz,fasta",Map with minimap2,bam
392,,,Given a genome file in FASTA or Genbank format  MLST will scan the file against PubMLST typing schemes ,mlst,"fasta,genbank",MLST,tabular
393,,,MLST List will list all the scheme names used by MLST  Selecting the long list option will also provide the alleles for all MLST schemes ,mlst_list,,MLST List,txt
394,Calculate the number of potentially misaligned bases,,,mothur_align_check,"mothur.align,mothur.map,mothur.count_table,mothur.names",Align.check,mothur.align.check
395,Align sequences to a template alignment,,,mothur_align_seqs,fasta,Align.seqs,"mothur.align,mothur.align.report,mothur.accnos"
396,Analysis of molecular variance,,,mothur_amova,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.design",Amova,tabular
397,Non-parametric multivariate analysis of changes in community structure,,,mothur_anosim,"mothur.dist,mothur.lower.dist,mothur.square.dist,tabular",Anosim,tabular
398,Order Sequences by OTU,,,mothur_bin_seqs,"fasta,mothur.list,mothur.names,mothur.groups,mothur.count_table",Bin.seqs,
399,Find putative chimeras using bellerophon,,,mothur_chimera_bellerophon,fasta,Chimera.bellerophon,"txt,mothur.accnos"
400,Find putative chimeras using ccode,,,mothur_chimera_ccode,"mothur.align,fasta,mothur.filter",Chimera.ccode,"txt,mothur.accnos,tabular"
401,Find putative chimeras using chimeraCheck,,,mothur_chimera_check,"mothur.align,fasta,mothur.names",Chimera.check,txt
402,Find putative chimeras using chimeraCheck,,,mothur_chimera_perseus,"mothur.align,mothur.names,mothur.count_table,mothur.groups",Chimera.perseus,"tabular,mothur.accnos"
403,Find putative chimeras using pintail,,,mothur_chimera_pintail,"fasta,mothur.filter,mothur.freq,mothur.quan",Chimera.pintail,"txt,mothur.accnos,mothur.freq,mothur.quan"
404,Find putative chimeras using slayer,,,mothur_chimera_slayer,"fasta,mothur.count_table,mothur.names,mothur.groups",Chimera.slayer,"txt,mothur.accnos"
405,Find putative chimeras using uchime,,,mothur_chimera_uchime,"mothur.align,fasta,fasta,mothur.groups,mothur.count_table,mothur.names",Chimera.uchime,"txt,mothur.accnos,mothur.count_table"
406,Trim sequences to a specified length,,,mothur_chop_seqs,"fasta,mothur.align,mothur.names,mothur.groups,mothur.count_table",Chop.seqs,
407,Assign sequences to taxonomy,,,mothur_classify_otu,"mothur.list,mothur.names,mothur.count_table,mothur.seq.taxonomy,tabular,mothur.groups",Classify.otu,
408,description,,,mothur_classify_rf,"mothur.shared,mothur.design",Classify.rf,tabular
409,Assign sequences to taxonomy,,,mothur_classify_seqs,"fasta,mothur.seq.taxonomy,mothur.count_table,mothur.names",Classify.seqs,"mothur.seq.taxonomy,mothur.tax.summary,tabular"
410,Get a consensus taxonomy for each node on a tree,,,mothur_classify_tree,"mothur.ref.taxonomy,txt,mothur.names,mothur.groups",Classify.tree,"txt,tabular"
411,Generate a tree using relaxed neighbor joining,,,mothur_clearcut,"mothur.align,mothur.dist,mothur.lower.dist,mothur.square.dist",Clearcut,"mothur.tre,mothur.lower.dist"
412,Assign sequences to OTUs (Dotur implementation),,,mothur_cluster_classic,"mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.names,mothur.count_table",Cluster.classic,"mothur.rabund,mothur.sabund,mothur.list"
413, Group sequences that are part of a larger sequence,,,mothur_cluster_fragments,"fasta,mothur.names,mothur.count_table",Cluster.fragments,mothur.names
414,Assign sequences to OTUs (Operational Taxonomic Unit) splits large matrices,,,mothur_cluster_split,"mothur.pair.dist,mothur.names,mothur.count_table,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.seq.taxonomy,mothur.align,fasta",Cluster.split,"mothur.rabund,mothur.sabund,mothur.list,txt"
415,Assign sequences to OTUs (Operational Taxonomic Unit),,,mothur_cluster,"mothur.pair.dist,mothur.names,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.count_table",Cluster,"mothur.rabund,mothur.sabund,mothur.list"
416,Generate collector's curves for calculators on OTUs,,,mothur_collect_shared,mothur.shared,Collect.shared,
417,Generate collector's curves for OTUs,,,mothur_collect_single,"mothur.list,mothur.rabund,mothur.sabund,mothur.shared",Collect.single,
418,Find a consensus sequence for each OTU or phylotype,,,mothur_consensus_seqs,"mothur.align,mothur.names,mothur.list,mothur.count_table",Consensus.seqs,"tabular,mothur.align"
419,tests whether presence-absence patterns differ from chance,,,mothur_cooccurrence,mothur.shared,Cooccurrence,tabular
420,correlation of data to axes,,,mothur_corr_axes,"mothur.axes,mothur.shared,mothur.relabund,tabular",Corr.axes,mothur.axes
421,counts the number of sequences represented by a specific group or set of groups,,,mothur_count_groups,"mothur.groups,mothur.shared,mothur.count_table,mothur.accnos",Count.groups,tabular
422,(aka make.table) counts the number of sequences represented by the representative,,,mothur_count_seqs,"mothur.names,mothur.groups",Count.seqs,mothur.count_table
423,"creates a database file from a list, repnames, repfasta and contaxonomy file",,,mothur_create_database,"mothur.list,mothur.shared,fasta,mothur.names,mothur.count_table,mothur.cons.taxonomy,mothur.groups",Create.database,tabular
424,Remove gap characters from sequences,,,mothur_degap_seqs,fasta,Degap.seqs,
425,Return all sequences,,,mothur_deunique_seqs,"fasta,mothur.names,mothur.count_table",Deunique.seqs,mothur.groups
426,Reinsert the redundant sequence identiers back into a unique tree.,,,mothur_deunique_tree,"mothur.tre,mothur.names",Deunique.tree,
427,calculate uncorrected pairwise distances between aligned sequences,,,mothur_dist_seqs,"mothur.align,fasta",Dist.seqs,mothur.pair.dist
428,Generate a phylip-formatted dissimilarity distance matrix among multiple groups,,,mothur_dist_shared,mothur.shared,Dist.shared,
429,Convert fastq to fasta and quality,,,mothur_fastq_info,"fastq,mothur.oligos",Fastq.info,"fasta,qual454,fastq"
430,removes columns from alignments,,,mothur_filter_seqs,"mothur.align,mothur.filter",Filter.seqs,"mothur.filter,fasta"
431,remove OTUs based on various critieria,,,mothur_filter_shared,mothur.shared,Filter.shared,
432,description,,,mothur_get_communitytype,mothur.shared,Get.communitytype,tabular
433,fraction of OTUs for samples or abundances,,,mothur_get_coremicrobiome,"mothur.shared,mothur.relabund",Get.coremicrobiome,
434,selects distances from a phylip or column file,,,mothur_get_dists,"mothur.pair.dist,mothur.dist,mothur.lower.dist,mothur.square.dist,mothur.accnos",Get.dists,
435,group names from shared or from list and group,,,mothur_get_group,mothur.shared,Get.group,mothur.groups
436,Select groups,,,mothur_get_groups,"mothur.groups,mothur.count_table,mothur.accnos,fasta,mothur.align,mothur.names,mothur.list,mothur.shared,mothur.seq.taxonomy,tabular",Get.groups,"mothur.groups,mothur.count_table,mothur.names,mothur.seq.taxonomy,mothur.design"
437,"label names from list, sabund, or rabund file",,,mothur_get_label,"mothur.list,mothur.sabund,mothur.rabund",Get.label,tabular
438,Picks by taxon,,,mothur_get_lineage,"mothur.seq.taxonomy,mothur.cons.taxonomy,mothur.shared,mothur.list,fasta,mothur.groups,mothur.align.report,mothur.names,mothur.count_table",Get.lineage,"mothur.seq.taxonomy,mothur.groups,mothur.names,mothur.align.report"
439,creates a mimarks package form with your groups,,,mothur_get_mimarkspackage,"mothur.groups,mothur.oligos",Get.mimarkspackage,tabular
440,Selects OTU labels,,,mothur_get_otulabels,"mothur.otulabels,mothur.list,mothur.shared,mothur.cons.taxonomy,mothur.otu.corr,mothur.axes",Get.otulabels,
441,Get otus for each distance in a otu list,,,mothur_get_otulist,mothur.list,Get.otulist,
442,Generate a fasta with a representative sequence for each OTU,,,mothur_get_oturep,"mothur.list,mothur.pair.dist,mothur.names,mothur.count_table,mothur.dist,mothur.lower.dist,mothur.square.dist,fasta,mothur.groups",Get.oturep,
443,Get otus containing sequences from specified groups,,,mothur_get_otus,"mothur.list,mothur.groups,mothur.accnos",Get.otus,"mothur.groups,mothur.list"
444,Get rabund from a otu list or sabund,,,mothur_get_rabund,"mothur.list,mothur.sabund,mothur.count_table",Get.rabund,mothur.rabund
445,Calculate the relative abundance of each otu,,,mothur_get_relabund,mothur.shared,Get.relabund,mothur.relabund
446,Get sabund from a otu list or rabund,,,mothur_get_sabund,"mothur.list,mothur.rabund,mothur.count_table",Get.sabund,mothur.sabund
447,Picks sequences by name,,,mothur_get_seqs,"mothur.accnos,fasta,qual,fastq,mothur.count_table,mothur.names,mothur.groups,mothur.align.report,mothur.list,mothur.seq.taxonomy",Get.seqs,"mothur.names,mothur.groups,mothur.align.report,mothur.list,mothur.seq.taxonomy"
448,Get shared sequences at each distance from list and group,,,mothur_get_sharedseqs,"mothur.shared,mothur.list,mothur.groups,fasta",Get.sharedseqs,
449,Assign sequences to OTUs (Operational Taxonomic Unit),,,mothur_hcluster,"mothur.pair.dist,mothur.names,mothur.dist,mothur.lower.dist,mothur.square.dist",Hcluster,"mothur.rabund,mothur.sabund,mothur.list"
450,Generate a heatmap for OTUs,,,mothur_heatmap_bin,"mothur.list,mothur.rabund,mothur.sabund,mothur.shared,mothur.relabund",Heatmap.bin,
